Title,Duration in minutes,Rating (Numeric),Rating (Label),Votes,Link,Genres,Poster Link,Description,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
The Terminator,0.32124352331606215,8.1,R,0.3121741999117116,https://www.imdb.com/title/tt0088247/,"Action, Adventure, Sci-Fi",https://m.media-amazon.com/images/M/MV5BZmE0YzIxM2QtMGNlMi00MjRmLWE3MWMtOWQzMGVjMmU0YTFmXkEyXkFqcGc@._V1_.jpg,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hotel Rwanda,0.39378238341968913,8.1,PG-13,0.11915385098999962,https://www.imdb.com/title/tt0395169/,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BY2FmMWRmZmQtN2IzMS00OGVmLWFmNjktMTM0YWQzODcwYTEwXkEyXkFqcGc@._V1_.jpg,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Platoon,0.38860103626943004,8.1,R,0.1427263809935217,https://www.imdb.com/title/tt0091763/,"Drama, War",https://m.media-amazon.com/images/M/MV5BZjE4YjllODAtZGMxZS00Mjg2LThkOWUtZjNkMjQ5YThiNDU4XkEyXkFqcGc@._V1_.jpg,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pirates of the Caribbean: The Curse of the Black Pearl,0.5077720207253886,8.1,PG-13,0.41185254890508183,https://www.imdb.com/title/tt0325980/,"Action, Adventure, Fantasy",https://m.media-amazon.com/images/M/MV5BNDhlMzEyNzItMTA5Mi00YWRhLThlNTktYTQyMTA0MDIyNDEyXkEyXkFqcGc@._V1_.jpg,"Blacksmith Will Turner teams up with eccentric pirate &quot;Captain&quot; Jack Sparrow to save Elizabeth Swann, the governor&apos;s daughter and his love, from Jack&apos;s former pirate allies, who are now undead.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La haine,0.2746113989637306,8.1,Not Rated,0.06046031652676403,https://www.imdb.com/title/tt0113247/,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_.jpg,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jai Bhim,0.616580310880829,8.7,Approved,0.06616323349172516,https://www.imdb.com/title/tt15097216/,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BZjEyNDIzNmEtMjdkYS00ZDAwLTljOWYtNDRhYTVhYTlmOTk1XkEyXkFqcGc@._V1_.jpg,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before Sunset,0.1813471502590674,8.1,R,0.09123720713905693,https://www.imdb.com/title/tt0381681/,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_.jpg,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse&apos;s book tour.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Best Years of Our Lives,0.6476683937823835,8.1,Approved,0.015480215218189304,https://www.imdb.com/title/tt0036868/,"Drama, Romance, War",https://m.media-amazon.com/images/M/MV5BNTgxMzUyODQtMDJmZC00ZGMyLWI3MzAtZTYwYjBjZjFmMzIxXkEyXkFqcGc@._V1_.jpg,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
La passion de Jeanne d&apos;Arc,0.35751295336787564,8.1,Passed,0.012180892524081574,https://www.imdb.com/title/tt0019254/,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BNTE1MDliZjgtYTU2Yy00YjAxLTljYTItNDE2ZGYwYTY1MGQ1XkEyXkFqcGc@._V1_.jpg,"In 1431, Jeanne d&apos;Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Exorcist,0.3989637305699482,8.1,R,0.14980432559085965,https://www.imdb.com/title/tt0070047/,Horror,https://m.media-amazon.com/images/M/MV5BZjg3YjE4ZjAtYTdmYS00ZTBkLWE1ZjgtNzAzODUwNzRiYjlmXkEyXkFqcGc@._V1_.jpg,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Wizard of Oz,0.29533678756476683,8.1,G,0.14064862906229741,https://www.imdb.com/title/tt0032138/,"Adventure, Family, Fantasy",https://m.media-amazon.com/images/M/MV5BYWRmY2I0MGItYTQ0OC00NWZmLWIwMDktYjJlNDc0MzVhMmViXkEyXkFqcGc@._V1_.jpg,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others...",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Incredibles,0.3626943005181347,8.0,PG,0.27435417980683363,https://www.imdb.com/title/tt0317705/,"Animation, Action, Adventure",https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_.jpg,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush,0.4041450777202073,8.1,R,0.16889888949956158,https://www.imdb.com/title/tt1979320/,"Biography, Drama, Sport",https://m.media-amazon.com/images/M/MV5BMTZhOGQxM2ItNGQyYy00YzE5LWI5MjMtNmMzNGQzNDE1OTUzXkEyXkFqcGc@._V1_.jpg,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Network,0.39378238341968913,8.1,R,0.05011178014700762,https://www.imdb.com/title/tt0074958/,Drama,https://m.media-amazon.com/images/M/MV5BY2E4ZGJiNTMtZTAxZC00MmVlLWI1NjYtMGVhMjhkOGEwZDhjXkEyXkFqcGc@._V1_.jpg,"A television network cynically exploits a deranged former anchor&apos;s ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stand by Me,0.227979274611399,8.1,R,0.14490012797086077,https://www.imdb.com/title/tt0092005/,"Adventure, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNGJkNTUwM2MtZWE2MS00YjNkLWE3MjktNWQwZDQxMDIyZWVmXkEyXkFqcGc@._V1_.jpg,A writer recounts a childhood journey with his friends to find the body of a missing boy.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sound of Music,0.6580310880829017,8.1,G,0.08229344333554392,https://www.imdb.com/title/tt0059742/,"Biography, Drama, Family",https://m.media-amazon.com/images/M/MV5BYWJhYmU4MjQtZDJhYi00ZGVjLTlkNTEtNzkzNGVjOWQ3MjcwXkEyXkFqcGc@._V1_.jpg,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hachi: A Dog&apos;s Tale,0.24870466321243523,8.1,G,0.09963406958829618,https://www.imdb.com/title/tt1028532/,"Biography, Drama, Family",https://m.media-amazon.com/images/M/MV5BNTU5NjYyYTgtZGQ3My00MzRhLThjNGYtZmVjN2JjYjhkMjhhXkEyXkFqcGc@._V1_.jpg,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker&apos;s loyal companion. As their bond grows deeper, a beautiful relationship un...",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Babam ve Oglum,0.3471502590673576,8.2,Not Rated,0.023134806113667597,https://www.imdb.com/title/tt0476735/,"Drama, Family",https://m.media-amazon.com/images/M/MV5BZDE3MTBkNmQtNGFjMC00YTcwLWExY2ItN2MyMGZkNWJlMmFmXkEyXkFqcGc@._V1_.jpg,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ah-ga-ssi,0.5181347150259068,8.1,Not Rated,0.05249847388157321,https://www.imdb.com/title/tt4016934/,"Drama, Romance, Thriller",https://m.media-amazon.com/images/M/MV5BOTllZDI1OGItOGUxNS00OGZhLWIzMjAtYzllZTY1YTA0ZmYwXkEyXkFqcGc@._V1_.jpg,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her ...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
To Be or Not to Be,0.2797927461139897,8.1,Approved,0.006170723809407919,https://www.imdb.com/title/tt0035446/,"Comedy, Romance, War",https://m.media-amazon.com/images/M/MV5BMTA5OTRkZGUtNDhhOS00OThmLTgwZWYtZGZkM2M4YjZhNzc5XkEyXkFqcGc@._V1_.jpg,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier&apos;s efforts to track down a German spy.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Un condamné à mort s&apos;est échappé ou Le vent souffle où il veut,0.29015544041450775,8.2,Not Rated,0.0,https://www.imdb.com/title/tt0049902/,"Drama, Thriller, War",https://m.media-amazon.com/images/M/MV5BZDE3MjdlZDEtYmJiZi00YmE1LWJkOTMtYTMzZGYwOWU4MjYzXkEyXkFqcGc@._V1_.jpg,A captured French Resistance fighter during World War II engineers a daunting escape from a German prison in France.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
The Iron Giant,0.2124352331606218,8.1,PG,0.07142808855610606,https://www.imdb.com/title/tt0129167/,"Animation, Action, Adventure",https://m.media-amazon.com/images/M/MV5BODM4ZjZjMGEtYmFiMy00MThjLWIzZjUtMDU0ODg1NTI2MzIwXkEyXkFqcGc@._V1_.jpg,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La battaglia di Algeri,0.39378238341968913,8.1,Not Rated,0.014084568931541334,https://www.imdb.com/title/tt0058946/,"Drama, War",https://m.media-amazon.com/images/M/MV5BMTY2Mjk0OGEtYTM3Yy00ZWZiLWFhNjAtNGExMjEzNGVmMDMxXkEyXkFqcGc@._V1_.jpg,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Into the Wild,0.5336787564766841,8.1,R,0.21771913066345422,https://www.imdb.com/title/tt0758758/,"Adventure, Biography, Drama",https://m.media-amazon.com/images/M/MV5BNTgwZTJhNWMtNzVjMy00YzQzLWI4MTAtYmJhOGQ5ZmQ3MDM0XkEyXkFqcGc@._V1_.jpg,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Grapes of Wrath,0.4352331606217617,8.1,Approved,0.02548938882928633,https://www.imdb.com/title/tt0032551/,Drama,https://m.media-amazon.com/images/M/MV5BZDgzZjk3OGYtNWI2Ny00MDg3LTgwYWEtNjI1ODAxNjA3ZmFlXkEyXkFqcGc@._V1_.jpg,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Groundhog Day,0.29015544041450775,8.0,PG,0.2288143327364064,https://www.imdb.com/title/tt0107048/,"Comedy, Drama, Fantasy",https://m.media-amazon.com/images/M/MV5BOWE3MjQ3ZDAtNDQ2MC00YjBjLTk0ZWYtNjQ0YzQ4YWE3YTEyXkEyXkFqcGc@._V1_.jpg,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Amores perros,0.5647668393782384,8.0,R,0.07799631297900345,https://www.imdb.com/title/tt0245712/,"Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMmUzNDI1MDYtNmIxNC00NjczLTk0ZDEtYWFkZDcxMWVhYTEwXkEyXkFqcGc@._V1_.jpg,"An amateur dog fighter, a supermodel, and a derelict assassin, all separately struggling to find love, find their lives transformed by a devastating car wreck in Mexico City.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Help,0.5233160621761659,8.1,PG-13,0.1617060212554665,https://www.imdb.com/title/tt1454029/,Drama,https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_.jpg,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids&apos; point of view on the white families for which they work, and the hardships they go through on a daily b...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca,0.4404145077720208,8.1,Approved,0.041751422856150064,https://www.imdb.com/title/tt0032976/,"Drama, Mystery, Romance",https://m.media-amazon.com/images/M/MV5BYTI0MjUyODAtZTBkNC00MmIwLWFlNmYtMWE3ZmJlOWJjM2QyXkEyXkFqcGc@._V1_.jpg,A self-conscious woman juggles adjusting to her new role as an aristocrat&apos;s wife and avoiding being intimidated by his first wife&apos;s spectral presence.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Koe no katachi,0.4404145077720208,8.1,Not Rated,0.028707250938486778,https://www.imdb.com/title/tt5323662/,"Animation, Drama",https://m.media-amazon.com/images/M/MV5BOTFiNzRiOWEtYTQwNy00NmRiLWE0ZWYtNTE0YjExZjFmZjkwXkEyXkFqcGc@._V1_.jpg,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to mak...",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cool Hand Luke,0.42487046632124353,8.0,Approved,0.056010405322181676,https://www.imdb.com/title/tt0061512/,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BYzI1NzBkNmMtOWRmMS00YmY2LTk5MjQtZjAzMmIwZDQ2M2UwXkEyXkFqcGc@._V1_.jpg,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
